14-10-17,@Alabama,41,Arkansas,9,,
14-10-17,@Arkansas St,51,Coastal Car,17,,
14-10-17,Rutgers,35,@Illinois,24,,
14-10-17,@Iowa St,45,Kansas,0,,
14-10-17,TCU,26,@Kansas St,6,,
14-10-17,@LSU,27,Auburn,23,,
14-10-17,Georgia St,47,@ULM,37,,
14-10-17,@Memphis,30,Navy,27,,
14-10-17,Michigan St,30,@Minnesota,27,,
14-10-17,@Mississippi St,35,BYU,10,,
14-10-17,Ohio St,56,@Nebraska,14,,
14-10-17,@North Texas,29,UT San Antonio,26,,
14-10-17,Oklahoma,29,Texas,24,,Dallas TX
14-10-17,@Oklahoma St,59,Baylor,16,,
14-10-17,@Mississippi,57,Vanderbilt,35,,
14-10-17,@Southern Miss,24,UTEP,0,,
14-10-17,@Tulsa,45,Houston,17,,
14-10-17,@UAB,25,MTSU,23,,
14-10-17,@WKU,45,Charlotte,14,,
14-10-17,@Wisconsin,17,Purdue,9,,
14-10-17,@Air Force,34,UNLV,30,,
14-10-17,@Colorado St,44,Nevada,42,,
14-10-17,Wyoming,28,@Utah St,23,,
14-10-17,@Arizona,47,UCLA,30,,
14-10-17,@Arizona St,13,Washington,7,,
14-10-17,@Fresno St,38,New Mexico,0,,
14-10-17,Appalachian St,23,@Idaho,20,,
14-10-17,Colorado,36,@Oregon St,33,,
14-10-17,@Stanford,49,Oregon,7,,
14-10-17,@USC,28,Utah,27,,
14-10-17,New Mexico St,35,@Ga Southern,27,,
14-10-17,@Hawaii,37,San Jose St,26,,
14-10-17,Boise St,31,@San Diego St,14,,
14-10-17,@South Florida,33,Cincinnati,3,,
15-10-17,Akron,14,@W Michigan,13,,
19-10-17,@Arkansas St,47,ULL,3,,
19-10-17,Memphis,42,@Houston,38,,
20-10-17,WKU,35,@Old Dominion,31,,
20-10-17,Marshall,38,@MTSU,10,,
20-10-17,Air Force,45,@Nevada,42,,
20-10-17,Colorado St,27,@New Mexico,24,,
21-10-17,@Appalachian St,37,Coastal Car,29,,
21-10-17,@Army,31,Temple,28,O1,
21-10-17,C Michigan,56,@Ball St,9,,
21-10-17,N Illinois,48,@Bowling Green,17,,
